,Age,Education-num,Marital-Status,Relationship,Race,Sex,Capital-gain,Capital-loss,hrs-per-week,Native-Country,Employment_type,Earning-potential,predict
8475,4,5,1,0,0,0,0,0,4,1,1,1,1
8476,1,6,0,2,0,1,1,0,4,1,1,0,1
8478,1,8,0,2,2,1,0,0,0,0,0,1,0
8479,1,5,0,2,0,1,1,0,6,1,1,0,1
8480,3,7,1,3,0,1,0,0,3,1,1,0,1
8481,1,5,1,4,0,0,0,0,2,1,1,1,1
8482,1,5,1,0,0,1,0,0,4,1,1,1,1
8483,2,5,1,3,0,1,0,0,3,1,1,1,1
8484,2,7,1,3,0,0,0,0,3,1,0,1,1
8485,1,4,1,4,3,1,0,0,3,1,1,1,1
8486,1,5,1,3,3,1,0,0,3,1,1,1,1
8487,3,5,1,3,0,0,0,0,3,0,1,1,1
8488,1,6,0,2,0,1,0,0,3,1,1,1,1
8489,0,5,0,2,0,1,0,0,4,1,1,1,1
8490,2,7,0,2,0,1,1,0,3,1,2,0,0
8491,2,5,0,2,0,1,0,0,5,1,2,1,1
8492,1,6,1,3,0,1,0,0,3,1,1,1,1
8493,4,5,1,3,3,0,0,0,3,1,1,1,1
8494,2,2,0,2,0,1,0,0,3,1,1,1,1
8495,4,9,0,2,0,1,0,0,4,1,2,1,0
8496,0,5,1,4,0,1,0,0,3,1,1,1,1
8497,2,7,1,3,2,0,0,0,3,0,1,0,1
8498,2,0,0,2,0,1,0,0,3,0,1,1,1
8500,3,8,0,2,0,1,0,1,4,1,1,0,0
8501,0,5,1,4,0,0,0,0,1,1,1,1,1
8502,0,5,1,4,0,1,0,0,2,1,1,1,1
8503,2,9,0,2,0,1,0,0,3,1,1,1,0
8504,4,7,1,0,0,0,0,0,3,1,1,1,1
8505,2,6,0,2,0,1,0,0,4,1,0,0,1
8506,1,5,0,2,0,1,0,0,3,1,1,0,1
8507,2,5,1,0,0,0,0,0,3,1,0,1,1
8508,5,8,1,3,2,0,0,0,3,0,0,1,1
8509,0,5,1,4,0,1,0,0,3,1,2,1,1
8510,3,9,0,2,0,1,0,0,6,1,2,0,0
8511,4,7,1,3,0,1,0,0,4,1,2,1,1
8512,0,5,1,0,0,0,0,0,3,1,1,1,1
8513,1,5,1,4,0,1,0,0,3,1,1,1,1
8514,0,7,1,4,0,0,0,0,0,1,1,1,1
8515,0,4,1,4,0,0,0,0,3,1,1,1,1
8516,0,2,1,4,4,0,0,0,3,1,1,1,1
8517,1,5,1,3,0,1,0,0,3,1,1,1,1
8518,1,5,1,3,0,1,0,0,3,1,1,1,1
8519,3,5,1,5,3,0,0,0,3,1,1,1,1
8520,2,5,1,3,0,1,0,0,3,1,1,1,1
8521,6,3,1,3,3,0,0,0,2,1,1,1,1
8522,8,5,1,3,0,1,0,0,0,1,1,1,1
8523,2,7,1,3,0,1,0,0,3,1,1,1,1
8524,3,7,0,2,0,1,0,0,3,1,1,0,0
8525,4,6,0,2,0,1,0,0,6,1,2,0,1
8526,1,5,0,2,0,1,0,0,3,1,1,1,1
8527,0,5,1,3,0,0,1,0,3,1,1,1,1
8528,6,5,1,3,0,0,0,0,3,1,1,1,1
8529,7,8,1,0,0,0,1,0,4,1,0,0,1
8530,1,7,1,3,0,0,0,1,3,1,0,1,1
8531,4,6,0,2,0,1,0,0,3,0,1,1,1
8533,2,7,1,3,0,1,1,0,5,1,0,1,1
8534,1,5,1,4,0,1,0,0,3,1,1,1,1
8535,4,7,1,3,2,1,0,0,3,0,1,1,1
8536,8,5,0,2,0,1,0,0,3,1,2,1,1
8537,2,5,1,4,0,0,0,0,3,1,1,1,1
8538,1,7,0,1,0,0,0,0,3,1,1,0,0
8539,0,5,1,3,0,0,0,0,3,1,1,1,1
8540,2,5,0,2,0,1,0,0,3,0,0,0,1
8541,3,7,0,2,0,1,0,1,3,1,0,0,0
8542,2,5,1,4,0,1,0,0,3,1,0,1,1
8544,2,5,0,2,0,1,1,0,1,1,1,1,1
8545,3,5,1,0,0,0,0,0,5,1,1,1,1
8546,0,5,1,4,0,0,0,1,3,1,1,1,1
8547,2,5,1,3,0,1,0,0,3,1,1,1,1
8548,1,5,0,2,3,1,0,0,4,1,1,1,1
8549,1,7,1,3,0,0,0,0,4,1,1,1,1
8550,2,7,0,2,0,1,0,0,3,1,1,0,0
8551,2,5,1,3,0,1,0,0,8,0,2,1,1
8552,3,5,0,2,0,1,0,0,3,1,1,1,1
8553,0,6,1,4,0,0,0,0,1,1,1,1,1
8554,3,8,0,2,0,1,0,0,3,1,0,0,0
8555,7,3,0,2,3,1,0,0,4,1,1,1,1
8556,3,5,1,4,0,1,0,0,3,1,1,1,1
8557,2,5,0,2,0,1,0,0,3,0,1,1,1
8558,1,5,0,2,0,1,0,0,3,1,1,1,1
8559,1,7,1,3,0,1,0,0,3,1,0,1,1
8560,2,5,1,4,0,1,0,0,2,1,1,1,1
8561,3,7,1,3,0,1,0,0,3,1,0,0,1
8562,4,5,0,2,0,1,0,0,2,0,1,1,1
8563,1,1,1,4,0,1,0,0,6,0,1,1,1
8564,2,5,0,2,0,1,1,0,3,1,1,1,1
8566,2,5,0,2,0,1,0,0,3,1,0,0,1
8567,5,5,0,1,0,0,0,0,3,1,1,1,1
8568,3,2,0,2,0,1,0,0,3,1,1,1,1
8569,0,5,1,3,0,1,0,1,4,1,1,1,1
8570,3,5,0,2,0,1,0,0,3,1,1,1,1
8571,3,5,0,1,0,0,0,0,3,1,1,1,1
8572,2,7,0,2,2,1,0,0,3,0,1,1,0
8573,3,7,0,2,0,1,0,0,4,1,1,0,0
8574,1,7,1,3,0,1,0,0,3,1,0,1,1
8575,6,6,0,2,0,1,0,0,0,1,2,1,1
8576,3,9,1,0,0,0,0,0,3,1,0,1,1
8577,5,5,0,2,0,1,0,0,3,1,2,0,1
8578,3,5,1,3,0,1,0,0,3,1,1,1,1
8579,0,5,1,4,3,1,0,0,2,1,1,1,1
8580,1,6,1,3,0,0,1,0,3,1,2,1,1
8581,4,5,1,3,0,1,1,0,3,1,2,0,1
8582,0,5,1,4,0,1,0,0,3,1,1,1,1
8583,4,5,1,0,0,0,0,0,3,1,1,1,1
8584,4,7,0,2,0,1,0,0,8,1,1,0,0
8585,2,5,1,0,0,0,1,0,4,1,1,1,1
8586,0,5,1,4,0,1,0,0,3,1,1,1,1
8587,0,5,1,4,0,0,0,0,3,0,1,1,1
8588,3,7,1,4,0,0,0,0,3,1,1,1,1
8589,1,7,1,3,0,0,0,0,3,1,1,1,1
8590,1,5,1,3,0,0,0,0,3,1,1,1,1
8591,0,5,1,4,0,1,0,0,2,1,1,1,1
8592,2,5,0,1,0,0,0,0,1,1,1,1,1
8593,3,5,1,4,0,1,0,0,3,1,0,1,1
8594,1,7,0,2,0,1,1,0,3,1,1,0,0
8595,2,5,1,0,0,0,0,0,3,1,2,1,1
8596,3,7,1,0,0,0,0,0,3,1,1,1,1
8597,2,7,1,3,0,1,1,0,3,1,0,1,1
8598,0,5,0,2,0,1,0,0,4,1,1,1,1
8599,6,7,0,2,0,1,0,0,3,1,0,1,0
8600,1,5,1,3,0,1,0,0,3,1,1,1,1
8601,1,5,0,2,0,1,0,0,6,1,2,1,1
8602,0,5,1,4,0,1,0,0,3,1,1,1,1
8603,6,1,1,3,3,0,0,0,3,1,0,1,1
8604,3,5,0,2,0,1,0,0,3,1,0,0,1
8605,0,5,1,4,0,1,0,0,4,1,1,1,1
8606,1,5,1,3,0,1,1,0,3,1,2,1,1
8608,0,3,1,3,0,1,0,0,3,1,1,1,1
8609,5,8,1,3,0,0,0,0,3,1,0,1,1
8610,0,1,0,2,0,1,0,1,3,1,2,0,1
8611,4,5,0,2,0,1,0,0,3,1,1,1,1
8612,0,3,1,4,0,1,0,0,2,1,0,1,1
8613,4,5,0,2,0,1,1,0,3,1,1,0,1
8614,2,9,0,2,0,1,1,0,6,1,1,0,0
8615,2,3,1,3,0,0,0,0,4,1,1,1,1
8616,0,7,1,3,3,1,0,0,1,1,1,1,1
8617,2,9,1,3,0,0,0,0,6,1,0,0,1
8618,4,5,0,2,0,1,0,0,3,1,0,0,1
8619,1,7,0,2,0,1,0,0,4,1,1,1,0
8620,2,7,0,2,0,1,0,1,4,1,1,1,0
8621,3,5,0,2,0,1,1,0,6,1,1,1,1
8622,0,5,1,4,0,0,0,0,1,1,1,1,1
8623,0,7,1,4,0,0,0,0,2,1,1,1,1
8624,2,7,1,3,0,0,0,0,3,1,1,1,1
8625,5,5,0,2,0,1,0,0,3,1,1,1,1
8626,0,5,1,3,0,1,0,0,0,1,0,1,1
8627,7,5,1,0,0,0,0,0,0,1,1,1,1
8628,2,5,0,2,0,1,0,0,8,1,1,0,1
8629,4,8,1,3,0,0,0,0,3,1,1,1,1
8630,0,5,1,4,0,1,0,0,4,1,1,1,1
8631,2,5,1,3,0,1,0,0,3,1,1,1,1
8632,5,5,0,2,0,1,0,1,4,1,2,0,1
8633,0,3,1,4,2,1,1,0,3,0,1,0,1
8634,2,3,0,2,0,1,0,0,8,1,1,0,1
8635,5,5,0,2,0,1,0,0,3,1,1,1,1
8637,1,5,1,3,0,1,0,0,2,1,1,1,1
8638,1,5,0,2,0,1,0,0,4,1,1,1,1
8639,1,5,1,3,0,0,0,0,3,0,1,1,1
8640,0,5,1,4,0,1,0,0,3,1,1,1,1
8641,0,7,0,2,0,1,0,0,3,1,0,1,0
8642,3,5,0,2,0,1,0,0,3,1,1,1,1
8644,3,5,1,0,3,0,0,0,3,1,1,1,1
8645,2,3,0,2,0,1,0,0,3,1,2,1,1
8646,2,5,0,2,0,1,0,0,3,1,1,0,1
8647,1,6,1,0,3,0,0,0,3,1,1,1,1
8648,0,5,1,4,0,0,0,0,3,1,1,1,1
8649,1,5,1,5,3,0,0,0,6,0,1,1,1
8650,2,6,1,3,0,0,0,0,3,1,0,1,1
8651,4,5,0,2,0,1,0,0,6,0,2,1,1
8652,3,7,1,0,0,0,0,0,3,1,1,1,1
8653,3,6,0,2,0,1,0,0,3,1,1,0,1
8654,1,5,1,3,0,1,0,0,9,1,1,1,1
8655,2,3,0,2,0,1,0,0,3,1,1,1,1
8656,2,7,1,0,3,1,0,0,4,1,2,0,1
8657,0,3,1,4,0,1,0,0,2,1,1,1,1
8658,0,5,1,3,0,1,0,0,2,1,1,1,1
8659,2,5,1,4,0,1,0,0,4,1,1,1,1
8660,2,5,0,2,0,1,0,0,3,1,2,1,1
8661,2,5,1,0,0,0,0,0,6,1,1,1,1
8662,5,3,1,3,0,1,0,0,4,1,1,1,1
8663,2,5,1,0,0,0,0,0,1,1,0,1,1
8664,3,7,1,0,0,0,0,0,3,1,0,1,1
8665,3,5,0,2,0,1,0,0,3,1,1,0,1
8666,1,5,0,2,0,1,1,0,3,1,2,0,1
8667,2,7,0,2,0,1,0,0,4,1,1,0,0
8668,1,5,0,2,0,1,0,0,3,1,1,0,1
8669,4,5,0,2,0,1,0,0,8,1,1,0,1
8670,0,5,0,1,1,0,0,0,4,1,1,1,1
8671,2,8,1,3,0,1,0,0,6,1,0,1,1
8672,6,3,1,0,0,0,0,0,3,1,1,1,1
8674,3,6,0,2,0,1,0,0,7,1,2,0,1
8675,0,5,1,4,0,1,0,0,3,1,1,1,1
8676,1,7,1,3,0,0,0,0,3,1,1,1,1
8677,1,5,0,2,0,1,0,0,3,1,1,1,1
8678,2,5,1,4,3,0,0,1,1,1,1,1,1
8679,1,8,1,3,0,1,0,0,4,1,1,1,1
8680,1,7,1,4,0,1,0,1,3,1,1,1,1
8681,1,5,0,2,0,1,0,0,3,1,1,1,1
8682,2,7,0,1,0,0,0,0,2,1,0,0,0
8683,5,5,1,3,0,0,0,0,3,1,1,1,1
8684,3,5,0,2,0,1,0,0,3,1,1,1,1
8685,2,5,1,0,0,0,0,0,3,1,1,1,1
8686,5,3,0,2,0,1,0,0,3,1,1,0,1
8687,5,7,1,4,0,0,0,0,1,1,1,1,1
8688,2,6,0,2,2,1,0,0,3,0,1,0,1
8689,2,5,0,2,0,1,0,0,3,1,1,1,1
8690,1,5,1,4,3,1,0,0,3,1,1,1,1
8691,4,5,0,2,0,1,0,0,3,1,0,0,1
8693,3,5,1,3,0,1,0,0,4,1,1,1,1
8695,0,5,1,4,0,0,0,0,3,1,1,1,1
8696,2,8,0,2,0,1,0,0,3,1,1,0,0
8697,2,5,1,3,0,1,0,0,3,1,2,1,1
8698,3,8,0,2,0,1,0,0,3,1,2,0,0
8699,4,8,1,0,3,0,1,0,3,1,0,0,1
8700,3,5,0,2,0,1,0,0,3,1,0,1,1
8701,0,5,1,5,3,0,0,0,3,1,0,1,1
8702,3,7,1,4,0,0,0,0,3,1,1,1,1
8703,2,5,1,3,0,0,0,0,3,1,1,1,1
8704,7,5,1,3,0,1,0,0,8,1,1,1,1
8705,2,8,1,3,0,1,0,0,6,1,0,1,1
8706,2,6,1,0,0,0,0,0,3,1,1,1,1
8707,0,7,1,3,0,0,0,0,3,1,1,1,1
8708,1,7,1,4,0,0,0,0,1,1,0,1,1
8709,0,5,1,4,3,1,0,0,2,1,1,1,1
8710,4,9,0,2,4,1,1,0,6,1,2,0,0
8711,6,3,0,2,0,1,1,0,8,1,2,1,1
8712,3,5,0,2,0,1,0,1,4,1,1,1,1
8713,5,6,0,1,0,0,0,0,1,1,1,1,1
8714,1,5,1,3,0,0,0,0,3,1,1,1,1
8715,6,5,0,2,0,1,0,0,1,1,1,1,1
8716,0,5,1,4,0,0,0,0,3,1,1,1,1
8717,6,2,0,2,0,1,0,0,3,1,0,1,1
8718,1,7,1,5,0,1,0,0,4,1,2,1,1
8719,1,5,0,2,0,1,0,0,3,1,1,1,1
8720,1,5,1,5,0,1,0,0,3,1,1,1,1
8721,4,9,0,2,0,1,1,0,4,1,0,0,0
8722,1,7,0,2,0,1,0,0,3,1,1,0,0
8723,0,4,1,4,0,1,0,0,2,1,1,1,1
8724,4,3,0,2,0,1,1,0,4,1,2,1,1
8725,4,7,0,1,0,0,0,0,4,1,0,0,0
8726,2,5,0,2,3,1,0,0,3,0,1,1,1
8727,0,6,1,3,0,0,0,0,2,1,1,1,1
8728,3,5,0,2,0,1,0,0,3,1,1,1,1
8729,5,5,0,2,0,1,0,0,3,1,0,0,1
8730,4,5,1,3,0,1,0,0,3,1,1,1,1
8731,1,5,1,3,0,0,0,0,3,1,1,1,1
8732,0,5,1,3,0,1,1,0,3,1,1,1,1
8733,1,8,1,4,0,0,1,0,3,1,1,1,1
8734,1,5,0,2,4,1,0,0,3,0,1,1,1
8735,2,7,0,2,0,1,1,0,3,1,1,1,0
8736,3,5,0,2,0,1,0,0,3,1,1,1,1
8737,3,7,1,0,0,1,0,1,3,1,0,0,1
8738,2,5,0,1,0,0,0,0,3,0,1,1,1
8739,3,5,1,3,0,1,0,0,6,1,2,1,1
8740,1,7,0,2,0,1,1,0,4,1,1,0,0
8741,3,7,0,2,0,1,1,0,4,1,2,0,0
8742,4,8,0,2,0,1,1,0,6,1,1,0,0
8743,2,8,0,2,0,1,0,0,3,1,0,1,0
8744,0,5,1,5,0,1,0,0,4,1,0,1,1
8745,4,5,0,2,0,1,0,0,8,1,0,1,1
8746,4,5,0,1,3,0,0,0,3,1,1,0,1
8747,3,5,0,2,0,1,0,0,3,1,1,1,1
8748,3,5,0,2,0,1,0,0,3,1,1,1,1
8750,1,5,1,0,0,0,0,0,3,1,1,1,1
8751,1,5,0,2,0,1,0,0,6,1,2,0,1
8752,1,5,1,4,0,0,0,0,3,1,0,1,1
8753,1,0,0,2,0,1,0,0,3,0,1,1,1
8754,1,5,1,4,0,1,0,0,3,1,1,1,1
8755,4,7,1,3,0,1,0,0,3,1,0,0,1
8756,1,7,1,3,0,0,0,0,4,1,1,1,1
8758,1,5,0,2,0,1,0,0,4,1,1,0,1
8759,1,5,1,3,0,1,0,0,6,1,1,1,1
8760,5,7,1,3,3,0,0,0,4,1,1,0,1
8761,4,6,0,2,0,1,0,0,4,1,0,0,1
8762,2,5,1,0,0,0,0,0,3,1,1,1,1
8763,1,5,1,3,0,1,0,0,3,1,1,1,1
8765,0,5,1,4,0,1,0,0,6,1,0,1,1
8766,3,8,1,3,0,1,0,0,3,1,0,1,1
8767,2,5,0,2,0,1,0,0,4,1,2,1,1
8768,4,7,0,2,0,1,0,0,4,1,0,0,0
8770,1,8,1,3,0,0,0,0,3,1,0,1,1
8771,3,5,1,0,0,0,0,0,3,1,1,1,1
8772,3,5,1,0,3,0,1,0,3,1,1,1,1
8773,4,5,0,2,0,1,0,0,3,1,0,0,1
8774,2,5,0,2,0,1,1,0,3,1,1,0,1
8775,0,0,1,4,0,1,0,0,3,1,1,1,1
8776,5,5,0,2,0,1,0,0,6,1,2,1,1
8777,4,2,0,2,0,1,0,0,3,1,1,1,1
8778,2,8,0,2,0,1,0,0,3,1,1,0,0
8779,2,5,0,2,0,1,0,0,3,1,1,1,1
8780,3,9,1,0,0,0,0,0,8,1,1,1,1
8781,5,7,0,2,0,1,1,0,4,1,1,0,0
8783,4,7,0,2,0,1,0,0,4,1,1,1,0
8784,1,6,1,4,0,1,0,0,4,1,1,1,1
8785,0,5,0,2,0,1,0,0,4,1,1,1,1
8786,5,5,1,3,0,0,0,0,3,1,2,1,1
8787,0,5,1,4,0,1,0,0,6,1,1,1,1
8789,5,5,1,3,0,0,1,0,3,1,1,1,1
8790,2,5,0,1,0,0,0,0,3,1,1,0,1
8791,3,3,0,2,0,1,0,0,3,1,1,0,1
8792,5,5,0,2,0,1,1,0,3,1,1,0,1
8793,5,5,0,2,3,1,0,0,5,1,1,1,1
8794,2,5,0,2,0,1,0,0,3,1,1,1,1
8796,3,7,0,2,0,1,1,0,9,1,1,0,0
8797,1,5,1,4,0,1,0,0,3,1,1,1,1
8798,1,5,1,4,0,1,0,1,1,1,1,1,1
8799,5,7,1,3,0,0,0,0,3,1,1,1,1
8800,2,6,1,3,0,1,0,0,3,1,0,0,1
8801,5,5,1,3,0,0,0,0,3,1,1,0,1
8802,4,5,1,3,0,1,0,0,3,1,1,1,1
8803,0,7,1,4,0,0,0,0,1,1,0,1,1
8804,1,5,1,3,0,1,0,0,3,1,1,1,1
8806,9,9,0,2,0,1,1,0,7,1,1,0,0
8807,4,7,1,3,0,0,0,0,4,1,0,1,1
8808,4,7,0,2,0,1,1,0,3,1,0,1,0
8809,2,9,1,3,0,1,0,0,3,0,1,0,1
8810,2,5,1,0,0,0,0,0,3,1,0,1,1
8811,1,3,0,1,3,0,0,0,4,1,1,1,1
8812,2,7,1,3,0,0,0,0,3,1,1,1,1
8813,4,5,0,2,0,1,0,0,3,0,1,1,1
8814,2,5,0,2,0,1,0,0,6,1,1,0,1
8815,2,5,1,3,0,1,0,0,3,1,1,1,1
8816,2,5,0,2,0,1,1,0,4,1,1,0,1
8817,3,5,1,4,0,1,0,0,3,1,1,1,1
8818,2,1,0,2,0,1,0,0,1,1,0,1,1
8819,0,5,0,1,0,0,0,0,2,1,1,1,1
8820,1,9,1,3,0,1,0,0,6,1,1,1,1
8821,3,1,0,2,0,1,0,1,3,1,2,1,1
8823,2,5,0,2,0,1,0,0,9,1,1,1,1
8824,5,5,1,0,0,0,0,0,3,1,1,0,1
8825,4,5,0,2,0,1,0,0,7,1,2,0,1
8826,3,7,0,2,0,1,1,0,4,1,1,0,0
8827,2,5,0,2,0,1,0,0,4,1,2,0,1
8828,0,5,1,4,0,1,0,0,1,0,1,1,1
8829,3,5,0,2,3,1,0,0,6,1,2,0,1
8830,7,7,0,2,0,1,1,0,4,1,2,0,0
8831,0,7,1,4,0,0,0,0,3,1,1,1,1
8832,2,8,1,3,0,0,0,0,3,1,0,1,1
8833,1,7,0,2,0,1,0,0,3,1,1,0,0
8834,0,7,1,4,1,1,0,0,2,1,0,1,1
8835,2,5,1,3,3,0,0,0,3,1,1,1,1
8836,2,7,0,2,0,1,1,0,3,1,0,0,0
8837,2,7,1,3,0,0,0,0,3,1,0,1,1
8838,0,3,1,4,0,1,0,0,1,1,1,1,1
8839,3,2,1,0,0,0,0,0,3,1,1,1,1
8840,4,5,0,2,0,1,0,0,3,1,0,1,1
8841,5,5,0,2,0,1,0,0,5,1,0,1,1
8842,1,5,0,1,0,0,0,0,3,1,1,1,1
8843,3,7,1,3,0,0,0,0,4,0,1,1,1
8844,0,5,1,4,2,1,0,0,2,1,1,1,1
8845,1,5,1,0,2,0,0,0,3,1,1,1,1
8846,0,5,1,3,0,0,0,0,0,1,1,1,1
8848,2,5,0,2,0,1,0,0,3,1,1,1,1
8849,2,7,0,2,0,1,0,0,3,1,2,1,0
8850,2,8,0,2,0,1,0,0,1,1,1,1,0
8851,6,5,0,2,0,1,0,0,3,0,1,1,1
8852,3,5,0,2,0,1,0,0,3,1,2,1,1
8854,2,5,0,2,0,1,1,0,6,1,1,0,1
8855,0,3,1,4,0,0,0,0,0,1,1,1,1
8856,1,5,0,2,1,1,0,0,3,1,1,0,1
8857,3,7,1,3,0,1,0,0,5,1,1,0,1
8858,3,7,0,2,0,1,0,0,3,1,1,1,0
8859,2,5,0,2,0,1,0,0,3,1,1,1,1
8860,5,3,1,3,0,1,0,0,4,1,1,1,1
8861,3,5,1,0,3,0,0,0,4,1,1,1,1
8862,3,8,0,2,0,1,0,0,5,1,1,0,0
8863,1,5,1,3,0,1,0,0,4,1,1,1,1
8864,2,7,0,2,0,1,0,0,3,1,2,0,0
8865,4,5,0,1,0,0,0,0,3,1,1,1,1
8866,5,7,1,0,1,1,0,0,3,1,2,1,1
8867,2,3,1,0,0,1,0,0,3,1,1,1,1
8868,3,5,1,4,0,1,0,0,3,1,1,1,1
8869,2,5,0,2,0,1,0,0,3,1,1,0,1
8870,0,5,1,4,0,1,0,0,3,1,1,1,1
8872,4,5,0,1,0,0,1,0,3,1,0,0,1
8873,2,5,1,4,2,0,0,0,3,0,1,1,1
8874,3,5,1,3,2,1,1,0,3,1,1,0,1
8875,2,5,1,0,0,0,0,0,3,1,1,1,1
8876,0,5,1,4,0,1,0,0,1,1,2,1,1
8877,1,5,1,3,0,0,0,0,3,1,1,1,1
8878,1,5,0,2,0,1,0,0,3,1,1,1,1
8879,2,7,0,2,0,1,0,0,3,1,1,0,0
8880,2,7,0,2,0,1,0,0,3,1,1,0,0
8881,2,1,1,4,0,1,0,0,7,1,2,1,1
8882,4,8,0,2,0,1,0,0,3,1,1,1,0
8883,3,9,0,2,0,1,0,1,6,1,2,0,0
8884,0,1,1,3,0,0,0,0,3,0,1,1,1
8885,4,8,0,2,0,1,0,0,3,1,0,0,0
8886,3,0,0,2,0,1,0,0,3,0,1,1,1
8887,6,0,0,2,0,1,0,0,1,1,2,1,1
8888,6,1,0,2,0,1,0,0,3,1,1,1,1
8889,2,5,1,3,3,1,0,0,3,1,1,1,1
8890,3,5,1,0,0,1,0,0,4,1,1,1,1
8891,0,5,1,4,0,0,0,0,1,1,1,1,1
8892,0,5,1,0,0,0,0,0,7,1,0,1,1
8893,4,3,0,1,0,0,0,0,3,1,1,1,1
8894,3,8,1,3,0,0,0,0,2,1,1,1,1
8895,2,7,0,2,2,1,0,0,3,1,1,1,0
8896,6,7,0,2,2,1,0,0,3,0,1,1,0
8897,1,5,1,3,0,0,0,0,4,1,1,0,1
8898,3,5,0,2,2,1,0,0,6,0,2,1,1
8899,6,3,1,3,0,0,0,0,2,1,1,1,1
8900,0,5,0,2,0,1,0,0,3,1,1,1,1
8901,3,5,1,4,0,0,0,0,3,1,1,1,1
8902,2,5,0,2,3,1,0,0,3,1,1,1,1
8904,2,5,1,0,0,0,0,0,3,1,0,1,1
8905,1,5,1,3,0,0,0,0,4,1,1,1,1
8906,3,5,0,2,0,1,0,1,4,1,2,1,1
8907,3,5,1,4,0,0,0,0,1,1,1,1,1
8909,3,9,1,3,0,1,0,0,3,1,1,0,1
8910,2,7,0,2,0,1,0,0,4,1,1,0,0
8911,1,5,1,3,0,1,0,0,4,1,1,1,1
8912,5,7,0,2,0,1,0,1,3,1,1,0,0
8913,5,5,1,3,3,1,0,0,3,1,1,1,1
8914,2,5,0,2,0,1,0,0,5,1,1,0,1
8916,0,5,1,3,0,0,0,0,2,1,1,1,1
8917,4,5,0,2,0,1,0,0,3,1,1,1,1
8918,2,5,0,2,0,1,0,0,6,1,2,0,1
8919,3,7,0,2,3,1,0,0,3,1,1,0,0
8921,1,7,1,3,0,1,0,0,3,1,1,1,1
8922,2,7,1,3,0,0,0,0,4,1,1,1,1
8923,0,7,1,4,0,1,0,0,2,1,1,1,1
8924,1,5,0,2,4,1,0,0,5,1,1,1,1
8925,1,5,0,2,0,1,0,0,3,1,1,1,1
8926,7,5,0,2,0,1,0,0,4,1,1,1,1
8927,3,6,0,2,0,1,0,0,3,1,1,0,1
8928,1,7,0,1,0,0,0,0,4,1,1,0,0
8929,3,7,0,2,0,1,0,0,4,1,1,1,0
8930,4,5,1,3,0,1,0,0,4,1,1,1,1
8931,0,5,1,4,0,0,0,0,1,1,1,1,1
8932,0,5,1,4,0,1,0,0,1,1,1,1,1
8933,8,1,0,2,0,1,0,0,0,1,2,1,1
8934,0,5,1,3,3,1,0,0,3,1,1,1,1
8935,5,5,0,2,0,1,0,0,4,1,2,1,1
8936,1,5,0,2,0,1,0,0,3,1,1,0,1
8937,2,5,0,2,0,1,0,0,5,1,1,1,1
8938,1,5,1,3,0,1,0,0,4,1,1,1,1
8939,3,7,0,2,0,1,0,0,4,1,1,0,0
8941,4,6,1,0,0,0,0,0,3,1,1,1,1
8942,1,5,1,3,0,1,0,0,3,1,1,1,1
8943,0,5,1,3,4,0,0,0,3,1,1,1,1
8944,0,5,0,2,0,1,0,0,5,1,1,1,1
8945,3,5,0,2,0,1,0,0,3,1,1,1,1
8946,4,5,0,2,0,1,0,0,4,1,1,1,1
8947,5,1,1,0,4,0,0,0,3,0,1,1,1
8948,4,5,1,3,0,0,0,0,3,1,1,1,1
8950,1,7,1,3,0,0,0,0,3,1,1,1,1
8951,3,5,1,0,0,0,0,0,4,1,1,1,1
8952,2,5,0,2,0,1,0,0,3,1,1,0,1
8953,3,7,0,2,2,1,0,0,2,0,1,1,0
8955,1,5,0,1,0,0,0,0,5,1,2,0,1
8956,5,5,0,2,0,1,0,0,7,1,2,1,1
8957,3,5,0,2,0,1,0,0,4,1,2,1,1
8958,2,5,0,2,0,1,1,0,3,1,2,1,1
8959,1,5,0,2,0,1,0,0,3,1,2,1,1
8960,5,5,1,0,0,0,0,0,3,0,0,1,1
8961,5,7,0,2,0,1,0,0,2,1,2,1,0
8962,2,9,0,1,2,0,1,0,4,1,1,0,0
8964,0,7,1,3,0,0,0,0,2,1,1,1,1
8965,3,5,1,3,0,0,0,0,3,1,1,1,1
8966,3,6,0,2,0,1,1,0,4,1,1,0,1
8967,2,7,0,2,3,1,0,0,4,1,0,0,0
8968,6,2,1,3,0,1,0,0,2,1,1,1,1
8969,0,5,1,4,0,1,0,0,4,1,1,1,1
8970,1,5,1,3,0,1,0,0,4,1,1,1,1
8971,3,6,0,2,0,1,0,0,3,1,1,1,1
8972,5,5,1,3,0,0,0,0,3,1,0,0,1
8973,9,7,0,2,0,1,1,0,1,1,1,0,0
8974,1,5,1,0,0,0,0,0,3,1,1,1,1
8975,3,5,0,2,0,1,0,0,3,1,1,0,1
8976,2,3,1,5,3,1,0,0,3,1,1,1,1
8977,6,5,0,2,0,1,0,0,4,1,2,0,1
8978,5,1,0,2,0,1,0,0,3,1,1,1,1
8979,2,9,1,3,0,0,0,0,6,1,2,0,1
8980,4,3,0,2,0,1,0,0,6,1,2,1,1
8981,4,8,0,2,0,1,0,0,6,1,1,0,0
8982,3,5,0,2,0,1,0,0,4,1,2,0,1
8983,4,1,0,2,0,1,0,0,4,0,1,1,1
8984,0,5,1,3,0,0,1,0,3,1,1,1,1
8986,0,5,0,2,3,1,0,0,3,1,1,1,1
